date,hour,zone,demand,weather,is_weekend,is_festival,temperature,day_of_week
2024-01-01,3,Balaju,15,Fog,0,0,18,0
2024-01-01,3,Kalanki,5,Clear,0,0,31,0
2024-01-01,3,Chabahil,13,Clear,0,0,13,0
2024-01-01,3,Maharajgunj,19,Rain,0,0,15,0
2024-01-01,3,Patan,19,Clear,0,0,33,0
2024-01-01,3,Boudha,10,Fog,0,0,34,0
2024-01-01,3,Kirtipur,8,Fog,0,0,13,0
2024-01-01,4,Thamel,16,Fog,0,0,29,0
2024-01-01,4,Baneshwor,11,Clear,0,0,21,0
2024-01-01,4,Koteshwor,8,Fog,0,0,34,0
2024-01-01,4,Lalitpur,4,Fog,0,0,20,0
2024-01-01,4,Bhaktapur,20,Clear,0,0,13,0
2024-01-01,4,Balaju,16,Clear,0,0,17,0
2024-01-01,4,Kalanki,6,Clear,0,0,28,0
2024-01-01,4,Chabahil,7,Clear,0,0,33,0
2024-01-01,4,Maharajgunj,20,Clear,0,0,34,0
2024-01-01,4,Patan,9,Clear,0,0,31,0
2024-01-01,4,Boudha,16,Fog,0,0,15,0
2024-01-01,4,Kirtipur,10,Fog,0,0,29,0
2024-01-01,5,Thamel,42,Clear,0,0,27,0
2024-01-01,5,Baneshwor,39,Clear,0,0,32,0
2024-01-01,5,Koteshwor,33,Rain,0,0,31,0
2024-01-01,5,Lalitpur,35,Clear,0,0,24,0
2024-01-01,5,Bhaktapur,34,Fog,0,0,24,0
2024-01-01,5,Balaju,18,Clear,0,0,17,0
2024-01-01,5,Kalanki,17,Clear,0,0,10,0
2024-01-01,5,Chabahil,26,Fog,0,0,17,0
2024-01-01,5,Maharajgunj,33,Clear,0,0,10,0
2024-01-01,5,Patan,17,Clear,0,0,17,0
2024-01-01,5,Boudha,17,Clear,0,0,20,0
2024-01-01,5,Kirtipur,13,Fog,0,0,17,0
2024-01-01,6,Thamel,47,Rain,0,0,16,0
2024-01-01,6,Baneshwor,32,Clear,0,0,33,0
2024-01-01,6,Koteshwor,35,Fog,0,0,28,0
2024-01-01,6,Lalitpur,30,Clear,0,0,35,0
2024-01-01,6,Bhaktapur,42,Rain,0,0,16,0
2024-01-01,6,Balaju,18,Clear,0,0,31,0
2024-01-01,6,Kalanki,28,Clear,0,0,23,0
2024-01-01,6,Chabahil,39,Rain,0,0,33,0
2024-01-01,6,Maharajgunj,16,Clear,0,0,11,0
2024-01-01,6,Patan,27,Clear,0,0,35,0
2024-01-01,6,Boudha,42,Clear,0,0,17,0
2024-01-01,6,Kirtipur,21,Clear,0,0,27,0
2024-01-01,7,Thamel,102,Clear,0,0,23,0
2024-01-01,7,Baneshwor,51,Clear,0,0,24,0
2024-01-01,7,Koteshwor,55,Clear,0,0,24,0
2024-01-01,7,Lalitpur,75,Clear,0,0,11,0
2024-01-01,7,Bhaktapur,74,Clear,0,0,12,0
2024-01-01,7,Balaju,55,Clear,0,0,23,0
2024-01-01,7,Kalanki,99,Rain,0,0,16,0
2024-01-01,7,Chabahil,65,Clear,0,0,15,0
2024-01-01,7,Maharajgunj,64,Clear,0,0,22,0
2024-01-01,7,Patan,78,Rain,0,0,19,0
2024-01-01,7,Boudha,53,Fog,0,0,31,0
2024-01-01,7,Kirtipur,71,Clear,0,0,16,0
2024-01-01,8,Thamel,87,Clear,0,0,11,0
2024-01-01,8,Baneshwor,61,Fog,0,0,11,0
2024-01-01,8,Koteshwor,60,Clear,0,0,11,0
2024-01-01,8,Lalitpur,107,Rain,0,0,26,0
2024-01-01,8,Bhaktapur,73,Clear,0,0,11,0
2024-01-01,8,Balaju,72,Clear,0,0,15,0
2024-01-01,8,Kalanki,35,Fog,0,0,12,0
2024-01-01,8,Chabahil,77,Rain,0,0,13,0
2024-01-01,8,Maharajgunj,76,Clear,0,0,28,0
2024-01-01,8,Patan,78,Clear,0,0,29,0
2024-01-01,8,Boudha,62,Rain,0,0,31,0
2024-01-01,8,Kirtipur,61,Fog,0,0,26,0
2024-01-01,9,Thamel,90,Clear,0,0,16,0
2024-01-01,9,Baneshwor,60,Clear,0,0,18,0
2024-01-01,9,Koteshwor,65,Clear,0,0,31,0
2024-01-01,9,Lalitpur,82,Rain,0,0,20,0
2024-01-01,9,Bhaktapur,44,Clear,0,0,24,0
2024-01-01,9,Balaju,63,Fog,0,0,13,0
2024-01-01,9,Kalanki,35,Fog,0,0,16,0
2024-01-01,9,Chabahil,72,Clear,0,0,14,0
2024-01-01,9,Maharajgunj,62,Clear,0,0,17,0
2024-01-01,9,Patan,63,Clear,0,0,15,0
2024-01-01,9,Boudha,54,Fog,0,0,32,0
2024-01-01,9,Kirtipur,47,Fog,0,0,35,0
2024-01-01,10,Thamel,41,Fog,0,0,10,0
2024-01-01,10,Baneshwor,28,Fog,0,0,19,0
2024-01-01,10,Koteshwor,44,Clear,0,0,14,0
2024-01-01,10,Lalitpur,23,Clear,0,0,13,0
2024-01-01,10,Bhaktapur,30,Fog,0,0,14,0
2024-01-01,10,Balaju,23,Clear,0,0,29,0
2024-01-01,10,Kalanki,21,Clear,0,0,16,0
2024-01-01,10,Chabahil,36,Clear,0,0,26,0
2024-01-01,10,Maharajgunj,30,Clear,0,0,11,0
2024-01-01,10,Patan,23,Rain,0,0,18,0
2024-01-01,10,Boudha,16,Clear,0,0,20,0
2024-01-01,10,Kirtipur,39,Clear,0,0,30,0
2024-01-01,11,Thamel,34,Clear,0,0,33,0
2024-01-01,11,Baneshwor,23,Fog,0,0,32,0
2024-01-01,11,Koteshwor,22,Fog,0,0,10,0
2024-01-01,11,Lalitpur,18,Clear,0,0,32,0
2024-01-01,11,Bhaktapur,43,Clear,0,0,27,0
2024-01-01,11,Balaju,16,Clear,0,0,28,0
2024-01-01,11,Kalanki,32,Clear,0,0,23,0
2024-01-01,11,Chabahil,19,Clear,0,0,19,0
2024-01-01,11,Maharajgunj,26,Clear,0,0,21,0
2024-01-01,11,Patan,21,Clear,0,0,31,0
2024-01-01,11,Boudha,18,Clear,0,0,34,0
2024-01-01,11,Kirtipur,44,Rain,0,0,29,0
2024-01-01,12,Thamel,57,Clear,0,0,17,0
2024-01-01,12,Baneshwor,42,Clear,0,0,35,0
2024-01-01,12,Koteshwor,40,Clear,0,0,23,0
2024-01-01,12,Lalitpur,15,Clear,0,0,33,0
2024-01-01,12,Bhaktapur,44,Clear,0,0,35,0
2024-01-01,12,Balaju,61,Rain,0,0,35,0
2024-01-01,12,Kalanki,36,Clear,0,0,18,0
2024-01-01,12,Chabahil,20,Clear,0,0,22,0
2024-01-01,12,Maharajgunj,42,Clear,0,0,25,0
2024-01-01,12,Patan,22,Clear,0,0,24,0
2024-01-01,12,Boudha,26,Clear,0,0,35,0
2024-01-01,12,Kirtipur,42,Clear,0,0,17,0
2024-01-01,13,Thamel,22,Clear,0,0,22,0
2024-01-01,13,Baneshwor,25,Clear,0,0,12,0
2024-01-01,13,Koteshwor,45,Clear,0,0,21,0
2024-01-01,13,Lalitpur,28,Fog,0,0,22,0
2024-01-01,13,Bhaktapur,28,Fog,0,0,20,0
2024-01-01,13,Balaju,45,Clear,0,0,13,0
2024-01-01,13,Kalanki,43,Clear,0,0,15,0
2024-01-01,13,Chabahil,33,Clear,0,0,11,0
2024-01-01,13,Maharajgunj,14,Fog,0,0,23,0
2024-01-01,13,Patan,26,Clear,0,0,23,0
2024-01-01,13,Boudha,27,Fog,0,0,13,0
2024-01-01,13,Kirtipur,21,Fog,0,0,16,0
2024-01-01,14,Thamel,34,Clear,0,0,32,0
2024-01-01,14,Baneshwor,28,Clear,0,0,26,0
2024-01-01,14,Koteshwor,35,Fog,0,0,31,0
2024-01-01,14,Lalitpur,38,Clear,0,0,21,0
2024-01-01,14,Bhaktapur,28,Clear,0,0,31,0
2024-01-01,14,Balaju,44,Clear,0,0,29,0
2024-01-01,14,Kalanki,25,Clear,0,0,33,0
2024-01-01,14,Chabahil,43,Clear,0,0,26,0
2024-01-01,14,Maharajgunj,33,Rain,0,0,20,0
2024-01-01,14,Patan,27,Clear,0,0,27,0
2024-01-01,14,Boudha,19,Clear,0,0,23,0
2024-01-01,14,Kirtipur,50,Rain,0,0,31,0
2024-01-01,15,Thamel,57,Clear,0,0,29,0
2024-01-01,15,Baneshwor,33,Clear,0,0,22,0
2024-01-01,15,Koteshwor,32,Clear,0,0,19,0
2024-01-01,15,Lalitpur,24,Clear,0,0,23,0
2024-01-01,15,Bhaktapur,32,Fog,0,0,29,0
2024-01-01,15,Balaju,35,Clear,0,0,24,0
2024-01-01,15,Kalanki,40,Rain,0,0,31,0
2024-01-01,15,Chabahil,16,Fog,0,0,25,0
2024-01-01,15,Maharajgunj,40,Clear,0,0,31,0
2024-01-01,15,Patan,17,Clear,0,0,26,0
2024-01-01,15,Boudha,28,Fog,0,0,20,0
2024-01-01,15,Kirtipur,17,Clear,0,0,31,0
2024-01-01,16,Thamel,36,Clear,0,0,35,0
2024-01-01,16,Baneshwor,21,Clear,0,0,10,0
2024-01-01,16,Koteshwor,16,Clear,0,0,25,0
2024-01-01,16,Lalitpur,34,Clear,0,0,24,0
2024-01-01,16,Bhaktapur,22,Fog,0,0,16,0
2024-01-01,16,Balaju,51,Rain,0,0,25,0
2024-01-01,16,Kalanki,27,Clear,0,0,14,0
2024-01-01,16,Chabahil,35,Clear,0,0,34,0
2024-01-01,16,Maharajgunj,42,Clear,0,0,34,0
2024-01-01,16,Patan,28,Clear,0,0,15,0
2024-01-01,16,Boudha,32,Fog,0,0,24,0
2024-01-01,16,Kirtipur,12,Fog,0,0,17,0
2024-01-01,17,Thamel,118,Rain,0,0,14,0
2024-01-01,17,Baneshwor,63,Fog,0,0,27,0
2024-01-01,17,Koteshwor,88,Clear,0,0,34,0
2024-01-01,17,Lalitpur,62,Fog,0,0,33,0
2024-01-01,17,Bhaktapur,114,Rain,0,0,27,0
2024-01-01,17,Balaju,78,Clear,0,0,33,0
2024-01-01,17,Kalanki,112,Rain,0,0,18,0
2024-01-01,17,Chabahil,65,Clear,0,0,34,0
2024-01-01,17,Maharajgunj,116,Rain,0,0,30,0
2024-01-01,17,Patan,65,Clear,0,0,24,0
2024-01-01,17,Boudha,54,Clear,0,0,17,0
2024-01-01,17,Kirtipur,67,Clear,0,0,20,0
2024-01-01,18,Thamel,126,Clear,0,0,14,0
2024-01-01,18,Baneshwor,59,Clear,0,0,22,0
2024-01-01,18,Koteshwor,59,Clear,0,0,12,0
2024-01-01,18,Lalitpur,106,Rain,0,0,20,0
2024-01-01,18,Bhaktapur,117,Rain,0,0,23,0
2024-01-01,18,Balaju,53,Clear,0,0,23,0
2024-01-01,18,Kalanki,59,Fog,0,0,32,0
2024-01-01,18,Chabahil,40,Fog,0,0,22,0
2024-01-01,18,Maharajgunj,80,Clear,0,0,21,0
2024-01-01,18,Patan,96,Rain,0,0,23,0
2024-01-01,18,Boudha,67,Fog,0,0,35,0
2024-01-01,18,Kirtipur,88,Clear,0,0,25,0
2024-01-01,19,Thamel,96,Clear,0,0,23,0
2024-01-01,19,Baneshwor,81,Clear,0,0,22,0
2024-01-01,19,Koteshwor,99,Rain,0,0,33,0
2024-01-01,19,Lalitpur,84,Rain,0,0,14,0
2024-01-01,19,Bhaktapur,71,Fog,0,0,10,0
2024-01-01,19,Balaju,60,Fog,0,0,28,0
2024-01-01,19,Kalanki,51,Clear,0,0,30,0
2024-01-01,19,Chabahil,77,Clear,0,0,24,0
2024-01-01,19,Maharajgunj,61,Clear,0,0,18,0
2024-01-01,19,Patan,74,Clear,0,0,16,0
2024-01-01,19,Boudha,79,Clear,0,0,20,0
2024-01-01,19,Kirtipur,74,Clear,0,0,34,0
2024-01-01,20,Thamel,114,Clear,0,0,12,0
2024-01-01,20,Baneshwor,80,Clear,0,0,33,0
2024-01-01,20,Koteshwor,84,Clear,0,0,21,0
2024-01-01,20,Lalitpur,64,Clear,0,0,34,0
2024-01-01,20,Bhaktapur,52,Clear,0,0,17,0
2024-01-01,20,Balaju,62,Clear,0,0,29,0
2024-01-01,20,Kalanki,59,Clear,0,0,14,0
2024-01-01,20,Chabahil,80,Clear,0,0,28,0
2024-01-01,20,Maharajgunj,88,Rain,0,0,32,0
2024-01-01,20,Patan,66,Clear,0,0,15,0
2024-01-01,20,Boudha,70,Fog,0,0,33,0
2024-01-01,20,Kirtipur,57,Clear,0,0,19,0
2024-01-01,21,Thamel,21,Fog,0,0,10,0
2024-01-01,21,Baneshwor,44,Clear,0,0,28,0
2024-01-01,21,Koteshwor,50,Rain,0,0,22,0
2024-01-01,21,Lalitpur,45,Clear,0,0,12,0
2024-01-01,21,Bhaktapur,33,Clear,0,0,13,0
2024-01-01,21,Balaju,37,Clear,0,0,31,0
2024-01-01,21,Kalanki,34,Clear,0,0,35,0
2024-01-01,21,Chabahil,33,Clear,0,0,21,0
2024-01-01,21,Maharajgunj,44,Rain,0,0,31,0
2024-01-01,21,Patan,26,Clear,0,0,26,0
2024-01-01,21,Boudha,35,Clear,0,0,10,0
2024-01-01,21,Kirtipur,58,Rain,0,0,25,0
2024-01-01,22,Thamel,37,Rain,0,0,21,0
2024-01-01,22,Baneshwor,49,Rain,0,0,32,0
2024-01-01,22,Koteshwor,26,Rain,0,0,15,0
2024-01-01,22,Lalitpur,30,Fog,0,0,30,0
2024-01-01,22,Bhaktapur,18,Fog,0,0,35,0
2024-01-01,22,Balaju,35,Fog,0,0,34,0
2024-01-01,22,Kalanki,42,Rain,0,0,23,0
2024-01-01,22,Chabahil,32,Fog,0,0,18,0
2024-01-01,22,Maharajgunj,25,Clear,0,0,12,0
2024-01-01,22,Patan,32,Rain,0,0,17,0
2024-01-01,22,Boudha,54,Rain,0,0,28,0
2024-01-01,22,Kirtipur,47,Rain,0,0,20,0
2024-01-01,23,Thamel,9,Rain,0,0,20,0
2024-01-01,23,Baneshwor,14,Rain,0,0,16,0
2024-01-01,23,Koteshwor,16,Clear,0,0,20,0
2024-01-01,23,Lalitpur,10,Fog,0,0,32,0
2024-01-01,23,Bhaktapur,10,Fog,0,0,10,0
2024-01-01,23,Balaju,11,Clear,0,0,17,0
2024-01-01,23,Kalanki,25,Rain,0,0,27,0
2024-01-01,23,Chabahil,16,Rain,0,0,30,0
2024-01-01,23,Maharajgunj,28,Rain,0,0,35,0
2024-01-01,23,Patan,5,Clear,0,0,19,0
2024-01-01,23,Boudha,16,Rain,0,0,32,0
2024-01-01,23,Kirtipur,12,Clear,0,0,31,0
2024-01-02,0,Thamel,24,Fog,0,0,26,1
2024-01-02,0,Baneshwor,22,Rain,0,0,33,1
2024-01-02,0,Koteshwor,15,Clear,0,0,32,1
2024-01-02,0,Lalitpur,19,Clear,0,0,19,1
2024-01-02,0,Bhaktapur,13,Clear,0,0,13,1
2024-01-02,0,Balaju,11,Clear,0,0,13,1
2024-01-02,0,Kalanki,10,Clear,0,0,16,1
2024-01-02,0,Chabahil,20,Clear,0,0,33,1
2024-01-02,0,Maharajgunj,14,Clear,0,0,16,1
2024-01-02,0,Patan,14,Clear,0,0,21,1
2024-01-02,0,Boudha,10,Clear,0,0,10,1
2024-01-02,0,Kirtipur,9,Clear,0,0,11,1
2024-01-02,1,Thamel,7,Fog,0,0,19,1
2024-01-02,1,Baneshwor,12,Rain,0,0,13,1
2024-01-02,1,Koteshwor,4,Fog,0,0,19,1
2024-01-02,1,Lalitpur,28,Rain,0,0,24,1
2024-01-02,1,Bhaktapur,15,Clear,0,0,11,1
2024-01-02,1,Balaju,18,Rain,0,0,13,1
2024-01-02,1,Kalanki,9,Rain,0,0,25,1
2024-01-02,1,Chabahil,5,Fog,0,0,30,1
2024-01-02,1,Maharajgunj,6,Clear,0,0,14,1
2024-01-02,1,Patan,14,Clear,0,0,17,1
2024-01-02,1,Boudha,6,Fog,0,0,34,1
2024-01-02,1,Kirtipur,14,Fog,0,0,29,1
2024-01-02,2,Thamel,14,Fog,0,0,22,1
2024-01-02,2,Baneshwor,26,Rain,0,0,19,1
2024-01-02,2,Koteshwor,18,Clear,0,0,28,1
2024-01-02,2,Lalitpur,4,Fog,0,0,33,1
2024-01-02,2,Bhaktapur,8,Clear,0,0,30,1
2024-01-02,2,Balaju,11,Clear,0,0,31,1
2024-01-02,2,Kalanki,7,Clear,0,0,17,1
2024-01-02,2,Chabahil,8,Fog,0,0,12,1
2024-01-02,2,Maharajgunj,10,Clear,0,0,23,1
2024-01-02,2,Patan,15,Fog,0,0,25,1
2024-01-02,2,Boudha,14,Clear,0,0,17,1
2024-01-02,2,Kirtipur,14,Clear,0,0,32,1
2024-01-02,3,Thamel,28,Clear,0,0,31,1
2024-01-02,3,Baneshwor,12,Clear,0,0,35,1
2024-01-02,3,Koteshwor,15,Rain,0,0,13,1
2024-01-02,3,Lalitpur,12,Clear,0,0,18,1
2024-01-02,3,Bhaktapur,9,Clear,0,0,11,1
2024-01-02,3,Balaju,10,Clear,0,0,29,1
2024-01-02,3,Kalanki,19,Rain,0,0,13,1
2024-01-02,3,Chabahil,19,Clear,0,0,32,1
2024-01-02,3,Maharajgunj,17,Clear,0,0,26,1
2024-01-02,3,Patan,28,Rain,0,0,12,1
2024-01-02,3,Boudha,8,Rain,0,0,33,1
2024-01-02,3,Kirtipur,12,Fog,0,0,18,1
2024-01-02,4,Thamel,7,Clear,0,0,17,1
2024-01-02,4,Baneshwor,5,Clear,0,0,28,1
2024-01-02,4,Koteshwor,6,Clear,0,0,25,1
2024-01-02,4,Lalitpur,19,Clear,0,0,15,1
2024-01-02,4,Bhaktapur,25,Rain,0,0,12,1
2024-01-02,4,Balaju,20,Clear,0,0,23,1
2024-01-02,4,Kalanki,15,Clear,0,0,31,1
2024-01-02,4,Chabahil,8,Clear,0,0,20,1
2024-01-02,4,Maharajgunj,25,Rain,0,0,19,1
2024-01-02,4,Patan,13,Fog,0,0,11,1
2024-01-02,4,Boudha,19,Clear,0,0,20,1
2024-01-02,4,Kirtipur,13,Clear,0,0,13,1
2024-01-02,5,Thamel,81,Rain,0,0,26,1
2024-01-02,5,Baneshwor,41,Clear,0,0,31,1
2024-01-02,5,Koteshwor,33,Fog,0,0,24,1
2024-01-02,5,Lalitpur,28,Clear,0,0,16,1
2024-01-02,5,Bhaktapur,31,Clear,0,0,29,1
2024-01-02,5,Balaju,54,Rain,0,0,30,1
2024-01-02,5,Kalanki,29,Clear,0,0,16,1
2024-01-02,5,Chabahil,18,Fog,0,0,14,1
2024-01-02,5,Maharajgunj,44,Clear,0,0,24,1
2024-01-02,5,Patan,60,Rain,0,0,13,1
2024-01-02,5,Boudha,12,Fog,0,0,35,1
2024-01-02,5,Kirtipur,22,Clear,0,0,19,1
2024-01-02,6,Thamel,48,Clear,0,0,27,1
2024-01-02,6,Baneshwor,28,Clear,0,0,17,1
2024-01-02,6,Koteshwor,41,Clear,0,0,24,1
2024-01-02,6,Lalitpur,45,Clear,0,0,30,1
2024-01-02,6,Bhaktapur,41,Clear,0,0,25,1
2024-01-02,6,Balaju,44,Clear,0,0,26,1
2024-01-02,6,Kalanki,37,Clear,0,0,23,1
2024-01-02,6,Chabahil,57,Rain,0,0,25,1
2024-01-02,6,Maharajgunj,30,Rain,0,0,27,1
2024-01-02,6,Patan,26,Rain,0,0,16,1
2024-01-02,6,Boudha,35,Fog,0,0,26,1
2024-01-02,6,Kirtipur,38,Clear,0,0,12,1
2024-01-02,7,Thamel,118,Rain,0,0,20,1
2024-01-02,7,Baneshwor,72,Clear,0,0,10,1
2024-01-02,7,Koteshwor,58,Clear,0,0,28,1
2024-01-02,7,Lalitpur,107,Rain,0,0,14,1
2024-01-02,7,Bhaktapur,54,Fog,0,0,25,1
2024-01-02,7,Balaju,62,Clear,0,0,27,1
2024-01-02,7,Kalanki,103,Rain,0,0,24,1
2024-01-02,7,Chabahil,60,Clear,0,0,32,1
2024-01-02,7,Maharajgunj,44,Fog,0,0,22,1
2024-01-02,7,Patan,75,Rain,0,0,11,1
2024-01-02,7,Boudha,84,Rain,0,0,32,1
2024-01-02,7,Kirtipur,89,Rain,0,0,31,1
2024-01-02,8,Thamel,102,Rain,0,0,11,1
2024-01-02,8,Baneshwor,38,Fog,0,0,28,1
2024-01-02,8,Koteshwor,61,Clear,0,0,24,1
2024-01-02,8,Lalitpur,36,Fog,0,0,24,1
2024-01-02,8,Bhaktapur,40,Clear,0,0,23,1
2024-01-02,8,Balaju,49,Clear,0,0,25,1
2024-01-02,8,Kalanki,56,Clear,0,0,29,1
2024-01-02,8,Chabahil,65,Clear,0,0,20,1
2024-01-02,8,Maharajgunj,103,Rain,0,0,20,1
2024-01-02,8,Patan,112,Rain,0,0,27,1
2024-01-02,8,Boudha,33,Fog,0,0,12,1
2024-01-02,8,Kirtipur,55,Clear,0,0,17,1
2024-01-02,9,Thamel,93,Rain,0,0,13,1
2024-01-02,9,Baneshwor,80,Clear,0,0,24,1
2024-01-02,9,Koteshwor,50,Clear,0,0,10,1
2024-01-02,9,Lalitpur,42,Clear,0,0,35,1
2024-01-02,9,Bhaktapur,43,Clear,0,0,21,1
2024-01-02,9,Balaju,88,Rain,0,0,14,1
2024-01-02,9,Kalanki,44,Fog,0,0,23,1
2024-01-02,9,Chabahil,76,Clear,0,0,15,1
2024-01-02,9,Maharajgunj,51,Clear,0,0,29,1
2024-01-02,9,Patan,51,Fog,0,0,31,1
2024-01-02,9,Boudha,77,Rain,0,0,28,1
2024-01-02,9,Kirtipur,49,Clear,0,0,24,1
2024-01-02,10,Thamel,52,Clear,0,0,24,1
2024-01-02,10,Baneshwor,23,Clear,0,0,35,1
2024-01-02,10,Koteshwor,29,Clear,0,0,31,1
2024-01-02,10,Lalitpur,32,Clear,0,0,12,1
2024-01-02,10,Bhaktapur,29,Clear,0,0,28,1
2024-01-02,10,Balaju,33,Rain,0,0,32,1
2024-01-02,10,Kalanki,32,Rain,0,0,19,1
2024-01-02,10,Chabahil,29,Rain,0,0,25,1
2024-01-02,10,Maharajgunj,18,Clear,0,0,22,1
2024-01-02,10,Patan,33,Clear,0,0,28,1
2024-01-02,10,Boudha,24,Clear,0,0,10,1
2024-01-02,10,Kirtipur,57,Rain,0,0,18,1
2024-01-02,11,Thamel,17,Fog,0,0,31,1
2024-01-02,11,Baneshwor,39,Clear,0,0,29,1
2024-01-02,11,Koteshwor,53,Rain,0,0,19,1
2024-01-02,11,Lalitpur,39,Clear,0,0,29,1
2024-01-02,11,Bhaktapur,40,Clear,0,0,17,1
2024-01-02,11,Balaju,35,Clear,0,0,29,1
2024-01-02,11,Kalanki,23,Clear,0,0,30,1
2024-01-02,11,Chabahil,18,Clear,0,0,19,1
2024-01-02,11,Maharajgunj,56,Rain,0,0,11,1
2024-01-02,11,Patan,33,Clear,0,0,33,1
2024-01-02,11,Boudha,19,Clear,0,0,19,1
2024-01-02,11,Kirtipur,35,Rain,0,0,15,1
2024-01-02,12,Thamel,31,Clear,0,0,35,1
2024-01-02,12,Baneshwor,32,Clear,0,0,26,1
2024-01-02,12,Koteshwor,31,Clear,0,0,15,1
2024-01-02,12,Lalitpur,32,Rain,0,0,35,1
2024-01-02,12,Bhaktapur,24,Clear,0,0,35,1
2024-01-02,12,Balaju,25,Rain,0,0,12,1
2024-01-02,12,Kalanki,19,Clear,0,0,31,1
2024-01-02,12,Chabahil,53,Rain,0,0,35,1
2024-01-02,12,Maharajgunj,32,Clear,0,0,12,1
2024-01-02,12,Patan,56,Rain,0,0,10,1
2024-01-02,12,Boudha,18,Fog,0,0,13,1
2024-01-02,12,Kirtipur,29,Clear,0,0,31,1
2024-01-02,13,Thamel,57,Clear,0,0,28,1
2024-01-02,13,Baneshwor,27,Clear,0,0,13,1
2024-01-02,13,Koteshwor,36,Clear,0,0,25,1
2024-01-02,13,Lalitpur,12,Fog,0,0,27,1
2024-01-02,13,Bhaktapur,20,Fog,0,0,17,1
2024-01-02,13,Balaju,35,Clear,0,0,30,1
2024-01-02,13,Kalanki,57,Rain,0,0,32,1
2024-01-02,13,Chabahil,33,Rain,0,0,13,1
2024-01-02,13,Maharajgunj,19,Clear,0,0,11,1
2024-01-02,13,Patan,33,Rain,0,0,13,1
2024-01-02,13,Boudha,18,Clear,0,0,27,1
2024-01-02,13,Kirtipur,26,Rain,0,0,24,1
2024-01-02,14,Thamel,31,Fog,0,0,23,1
2024-01-02,14,Baneshwor,33,Clear,0,0,23,1
2024-01-02,14,Koteshwor,35,Clear,0,0,25,1
2024-01-02,14,Lalitpur,47,Rain,0,0,18,1
2024-01-02,14,Bhaktapur,16,Clear,0,0,16,1
2024-01-02,14,Balaju,40,Rain,0,0,17,1
2024-01-02,14,Kalanki,42,Clear,0,0,13,1
2024-01-02,14,Chabahil,36,Clear,0,0,27,1
2024-01-02,14,Maharajgunj,43,Clear,0,0,11,1
2024-01-02,14,Patan,27,Clear,0,0,16,1
2024-01-02,14,Boudha,45,Clear,0,0,24,1
2024-01-02,14,Kirtipur,17,Clear,0,0,30,1
2024-01-02,15,Thamel,41,Fog,0,0,10,1
2024-01-02,15,Baneshwor,16,Clear,0,0,17,1
2024-01-02,15,Koteshwor,15,Fog,0,0,16,1
2024-01-02,15,Lalitpur,13,Fog,0,0,16,1
2024-01-02,15,Bhaktapur,33,Clear,0,0,17,1
2024-01-02,15,Balaju,25,Clear,0,0,35,1
2024-01-02,15,Kalanki,34,Fog,0,0,10,1
2024-01-02,15,Chabahil,23,Clear,0,0,14,1
